,,,Slide ID,a,e,b,d,c
C1,no,Insulin,9.595959595959597,0.017435730786274143,0.03288380700962093,0.08497617339177159,0.09895043624122257,0.09251347891482023
C1,no,Insulin,10.101010101010102,0.017426640929860515,0.0328665827463226,0.0849735479634193,0.09893398267758197,0.09253272888676987
C1,no,Insulin,10.606060606060607,0.01742170125077004,0.03285704424793924,0.08497506640199054,0.09892721015560507,0.09254530357459465
C1,no,Insulin,11.111111111111112,0.0174191464778789,0.03285197418905175,0.0849779767145156,0.09892525100063906,0.09255336145585376
C1,no,Insulin,11.616161616161618,0.01741791039985933,0.03284942979103909,0.08498099289204612,0.09892547355567351,0.09255842966419273
C1,no,Insulin,12.121212121212121,0.01741738519821792,0.03284826361580409,0.08498359366720233,0.09892651727880697,0.09256155828563853
C1,no,Insulin,12.626262626262626,0.017417213453542482,0.03284781378067242,0.08498563790862566,0.09892772185107569,0.09256345514755054
C1,no,Insulin,13.131313131313131,0.017417210174678854,0.03284771579030842,0.08498715412764483,0.09892880901739941,0.09256457857252502
C1,no,Insulin,13.636363636363637,0.017417272451008565,0.032847770302595246,0.084988234365761,0.0989296852557082,0.09256522964580544
C1,no,Insulin,14.141414141414142,0.017417352482707715,0.032847878905147024,0.0849889757599745,0.0989303447562057,0.09256559106413363
C1,no,Insulin,14.646464646464647,0.017417423051074132,0.03284798441410527,0.0849894727874779,0.09893081340329844,0.09256579418460048
C1,no,Insulin,15.151515151515152,0.017417480963253712,0.032848075984179055,0.08498980370395134,0.09893114274773418,0.0925659038378784
C1,no,Insulin,15.656565656565657,0.017417527044769884,0.0328481518147791,0.08499001516076916,0.09893136737089192,0.09256595307539793
C1,no,Insulin,16.161616161616163,0.017417561243130545,0.0328482084766319,0.08499015265562118,0.09893151947644728,0.0925659762543103
C1,no,Insulin,16.666666666666668,0.01741758562372723,0.03284824935129734,0.08499023671739582,0.0989316175560552,0.09256598296475059
C1,no,Insulin,17.171717171717173,0.01741760198912252,0.032848277424912344,0.08499028722100137,0.0989316793038957,0.09256598279538568
C1,no,Insulin,17.67676767676768,0.017417612406878658,0.03284829612005824,0.08499031715386508,0.09893171749696596,0.09256598024272295
C1,no,Insulin,18.181818181818183,0.01741761846718499,0.03284830802077209,0.08499033364560787,0.09893173973249714,0.09256597693507142
C1,no,Insulin,18.68686868686869,0.0174176216580429,0.03284831551399468,0.0849903428691204,0.09893175271391583,0.0925659741071135
C1,no,Insulin,19.191919191919194,0.017417623083811826,0.03284832015847547,0.0849903481354896,0.09893176029773632,0.0925659720827119
C1,no,Insulin,19.6969696969697,0.017417625947298128,0.03284832294042583,0.08499035134313224,0.09893176530454485,0.0925659708100108
C1,no,Insulin,20.202020202020204,0.01741762829838193,0.03284832465819192,0.08499035313025498,0.09893176837107841,0.09256596986705842
C1,no,Insulin,20.70707070707071,0.017417630165454483,0.032848325910346754,0.0849903543317721,0.09893177056102663,0.09256596910470016
C1,no,Insulin,21.212121212121215,0.017417630955780212,0.03284832673775092,0.08499035500326149,0.0989317718212285,0.09256596854124635
C1,no,Insulin,21.71717171717172,0.01741763034407503,0.032848327130215356,0.08499035511280637,0.09893177205172705,0.09256596818341327
C1,no,Insulin,22.222222222222225,0.017417630451051172,0.03284832749302189,0.08499035530217973,0.09893177247357862,0.09256596787820871
C1,no,Insulin,22.72727272727273,0.01741763025467479,0.03284832763085325,0.08499035526209223,0.09893177249832008,0.09256596769936414
C1,no,Insulin,23.232323232323235,0.01741762986858562,0.03284832783809124,0.08499035520405263,0.098931772518127,0.09256596743640354
C1,no,Insulin,23.73737373737374,0.017417629749795865,0.03284832770515542,0.0849903550264686,0.09893177226407725,0.0925659674801634
C1,no,Insulin,24.242424242424242,0.017417629631006112,0.0328483275722196,0.08499035484888455,0.09893177201002751,0.09256596752392326
C1,no,Insulin,24.747474747474747,0.017417629567792584,0.03284832749940429,0.08499035475423886,0.09893177187327032,0.092565967549549
C1,no,Insulin,25.252525252525253,0.017417629557021523,0.03284832748331951,0.08499035473785489,0.09893177184719197,0.09256596755806314
C1,no,Insulin,25.757575757575758,0.017417629546250465,0.03284832746723474,0.08499035472147091,0.09893177182111362,0.09256596756657727
C1,no,Insulin,26.262626262626263,0.017417629535479408,0.03284832745114996,0.08499035470508695,0.09893177179503529,0.0925659675750914
C1,no,Insulin,26.767676767676768,0.01741762952470835,0.03284832743506518,0.08499035468870299,0.09893177176895694,0.09256596758360554
C1,no,Insulin,27.272727272727273,0.01741762951393729,0.0328483274189804,0.08499035467231901,0.0989317717428786,0.09256596759211967
C1,no,Insulin,27.77777777777778,0.01741762950316623,0.03284832740289563,0.08499035465593505,0.09893177171680025,0.0925659676006338
C1,no,Insulin,28.282828282828284,0.017417629492395174,0.03284832738681085,0.08499035463955107,0.09893177169072191,0.09256596760914794
C1,no,Insulin,28.78787878787879,0.017417629481624116,0.03284832737072607,0.0849903546231671,0.09893177166464356,0.09256596761766207
C1,no,Insulin,29.292929292929294,0.017417629470853055,0.03284832735464129,0.08499035460678314,0.09893177163856522,0.09256596762617621
C1,no,Insulin,29.7979797979798,0.017417629460081997,0.03284832733855652,0.08499035459039916,0.09893177161248688,0.09256596763469035
C1,no,Insulin,30.303030303030305,0.01741762944931094,0.03284832732247174,0.0849903545740152,0.09893177158640853,0.09256596764320449
C1,no,Insulin,30.80808080808081,0.017417629438539882,0.03284832730638696,0.08499035455763122,0.09893177156033019,0.09256596765171862
C1,no,Insulin,31.313131313131315,0.01741762942776882,0.03284832729030219,0.08499035454124726,0.09893177153425184,0.09256596766023276
C1,no,Insulin,31.81818181818182,0.017417629416997763,0.03284832727421741,0.08499035452486328,0.0989317715081735,0.09256596766874689
C1,no,Insulin,32.323232323232325,0.017417629408596355,0.03284832726161659,0.08499035451217123,0.09893177148786088,0.09256596767551029
C1,no,Insulin,32.82828282828283,0.01741762940753036,0.03284832725980062,0.08499035451090768,0.09893177148539645,0.09256596767685421
C1,no,Insulin,33.333333333333336,0.017417629406464366,0.03284832725798465,0.08499035450964414,0.098931771482932,0.09256596767819814
C1,no,Insulin,33.83838383838384,0.017417629405398375,0.03284832725616869,0.08499035450838059,0.09893177148046756,0.09256596767954206
C1,no,Insulin,34.343434343434346,0.01741762940433238,0.032848327254352716,0.08499035450711705,0.09893177147800312,0.09256596768088597
C1,no,Insulin,34.84848484848485,0.017417629403266386,0.032848327252536745,0.0849903545058535,0.09893177147553868,0.0925659676822299
C1,no,Insulin,35.35353535353536,0.017417629402200395,0.032848327250720774,0.08499035450458997,0.09893177147307425,0.09256596768357382
C1,no,Insulin,35.85858585858586,0.0174176294011344,0.0328483272489048,0.08499035450332643,0.0989317714706098,0.09256596768491775
C1,no,Insulin,36.36363636363637,0.017417629400068406,0.03284832724708884,0.08499035450206288,0.09893177146814536,0.09256596768626167
C1,no,Insulin,36.86868686868687,0.017417629399002415,0.03284832724527287,0.08499035450079934,0.09893177146568093,0.0925659676876056
C1,no,Insulin,37.37373737373738,0.01741762939793642,0.0328483272434569,0.08499035449953579,0.09893177146321648,0.09256596768894951
C1,no,Insulin,37.87878787878788,0.017417629396870426,0.032848327241640926,0.08499035449827225,0.09893177146075204,0.09256596769029343
C1,no,Insulin,38.38383838383839,0.017417629395804435,0.032848327239824955,0.08499035449700872,0.0989317714582876,0.09256596769163736
C1,no,Insulin,38.88888888888889,0.01741762939473844,0.032848327238008984,0.08499035449574517,0.09893177145582316,0.09256596769298128
C1,no,Insulin,39.3939393939394,0.017417629393672446,0.03284832723619302,0.08499035449448163,0.09893177145335873,0.09256596769432521
C1,no,Insulin,39.8989898989899,0.017417629392606455,0.03284832723437705,0.08499035449321808,0.09893177145089428,0.09256596769566912
C1,no,Insulin,40.40404040404041,0.017417629392564648,0.03284832723430406,0.08499035449317838,0.09893177145080392,0.09256596769573044
C1,no,Insulin,40.909090909090914,0.017417629392550368,0.03284832723427793,0.08499035449317156,0.09893177145077738,0.0925659676957573
C1,no,Insulin,41.41414141414142,0.017417629392536087,0.03284832723425179,0.08499035449316475,0.09893177145075083,0.09256596769578415
C1,no,Insulin,41.919191919191924,0.017417629392521807,0.03284832723422565,0.08499035449315794,0.09893177145072427,0.092565967695811
C1,no,Insulin,42.42424242424243,0.017417629392507527,0.03284832723419952,0.08499035449315112,0.09893177145069772,0.09256596769583786
C1,no,Insulin,42.929292929292934,0.017417629392493247,0.03284832723417338,0.08499035449314431,0.09893177145067117,0.09256596769586471
C1,no,Insulin,43.43434343434344,0.017417629392478966,0.03284832723414724,0.0849903544931375,0.0989317714506446,0.09256596769589157
C1,no,Insulin,43.939393939393945,0.017417629392464686,0.03284832723412111,0.08499035449313067,0.09893177145061806,0.09256596769591842
C1,no,Insulin,44.44444444444445,0.017417629392450406,0.03284832723409497,0.08499035449312385,0.09893177145059151,0.09256596769594529
C1,no,Insulin,44.949494949494955,0.017417629392436126,0.03284832723406883,0.08499035449311704,0.09893177145056496,0.09256596769597214
C1,no,Insulin,45.45454545454546,0.017417629392421845,0.0328483272340427,0.08499035449311022,0.0989317714505384,0.092565967695999
C1,no,Insulin,45.959595959595966,0.017417629392407565,0.03284832723401656,0.08499035449310341,0.09893177145051185,0.09256596769602585
C1,no,Insulin,46.46464646464647,0.017417629392393285,0.03284832723399042,0.0849903544930966,0.0989317714504853,0.0925659676960527
C1,no,Insulin,46.969696969696976,0.017417629392379005,0.03284832723396429,0.08499035449308978,0.09893177145045874,0.09256596769607955
C1,no,Insulin,47.47474747474748,0.017417629392364724,0.03284832723393815,0.08499035449308297,0.0989317714504322,0.09256596769610641
C1,no,Insulin,47.979797979797986,0.017417629392350444,0.03284832723391201,0.08499035449307615,0.09893177145040565,0.09256596769613326
C1,no,Insulin,48.484848484848484,0.017417629392336164,0.03284832723388587,0.08499035449306934,0.09893177145037908,0.09256596769616011
C1,no,Insulin,48.98989898989899,0.017417629392321884,0.03284832723385974,0.08499035449306253,0.09893177145035253,0.09256596769618698
C1,no,Insulin,49.494949494949495,0.017417629392307604,0.0328483272338336,0.08499035449305571,0.09893177145032599,0.09256596769621384
C1,no,Insulin,50.0,0.017417629392293323,0.03284832723380746,0.0849903544930489,0.09893177145029942,0.09256596769624069
