,,,Slide ID,a,e,b,d,c
C1,no,Insulin,9.595959595959597,0.024841727123112497,0.2039899667762091,0.21374980568878071,0.1518055876673422,0.035781257364982784
C1,no,Insulin,10.101010101010102,0.024841456575534236,0.2039915240735397,0.21375340454127592,0.15180282140128834,0.03578069792203527
C1,no,Insulin,10.606060606060607,0.024841337511267467,0.20399229216145864,0.2137552362025223,0.15180152456300225,0.035780449608706404
C1,no,Insulin,11.111111111111112,0.02484128608619664,0.2039926661186319,0.2137561562340505,0.15180093675902084,0.03578034278771257
C1,no,Insulin,11.616161616161618,0.02484126620790357,0.2039928441419282,0.21375661121671286,0.15180067345737688,0.03578029959288607
C1,no,Insulin,12.121212121212121,0.02484125866630125,0.2039929280678128,0.2137568337150976,0.15180056103201472,0.03578028321387492
C1,no,Insulin,12.626262626262626,0.0248412563519736,0.20399296677526435,0.2137569410158061,0.1518005150668727,0.03578027788940838
C1,no,Insulin,13.131313131313131,0.02484125603758305,0.20399298383918804,0.21375699117448668,0.15180049838136908,0.03578027690145879
C1,no,Insulin,13.636363636363637,0.02484125632658003,0.20399299083297515,0.2137570134356305,0.1518004937097858,0.03578027731054189
C1,no,Insulin,14.141414141414142,0.024841256601127366,0.20399299390926748,0.21375702385524806,0.15180049249913602,0.03578027779539054
C1,no,Insulin,14.646464646464647,0.024841256800837107,0.20399299525927483,0.21375702875981617,0.15180049240030605,0.035780278167757265
C1,no,Insulin,15.151515151515152,0.024841256951963188,0.20399299578929597,0.213757030966775,0.15180049269291823,0.035780278445237595
C1,no,Insulin,15.656565656565657,0.024841257052910667,0.20399299597731413,0.21375703193368237,0.1518004930180136,0.035780278630047645
C1,no,Insulin,16.161616161616163,0.02484125713782954,0.2039929961242266,0.2137570327101991,0.1518004932926718,0.03578027878376762
C1,no,Insulin,16.666666666666668,0.02484125719649661,0.20399299620110428,0.21375703317522093,0.15180049351165556,0.035780278892306255
C1,no,Insulin,17.171717171717173,0.024841257224268647,0.20399299619022634,0.21375703325903941,0.15180049367425708,0.03578027894879189
C1,no,Insulin,17.67676767676768,0.024841257226619666,0.20399299611154786,0.21375703304179783,0.1518004937846822,0.035780278961902216
C1,no,Insulin,18.181818181818183,0.024841257241727244,0.20399299610424226,0.2137570330824427,0.15180049387226385,0.035780278992158486
C1,no,Insulin,18.68686868686869,0.02484125724563797,0.20399299608098923,0.21375703303027926,0.15180049391859793,0.03578027900158841
C1,no,Insulin,19.191919191919194,0.02484125723835184,0.20399299604178875,0.21375703288530754,0.15180049392368447,0.03578027899019197
C1,no,Insulin,19.6969696969697,0.024841257238833125,0.20399299598393295,0.2137570327175777,0.15180049399046833,0.03578027899550809
C1,no,Insulin,20.202020202020204,0.024841257229503012,0.20399299597958984,0.21375703266640944,0.15180049394598005,0.035780278977431225
C1,no,Insulin,20.70707070707071,0.024841257220172896,0.2039929959752467,0.2137570326152412,0.15180049390149178,0.03578027895935435
C1,no,Insulin,21.212121212121215,0.024841257210842783,0.20399299597090356,0.21375703256407294,0.1518004938570035,0.03578027894127748
C1,no,Insulin,21.71717171717172,0.024841257208158718,0.2039929959700032,0.2137570325504062,0.15180049384389946,0.03578027893607015
C1,no,Insulin,22.222222222222225,0.024841257207720686,0.20399299597026632,0.2137570325494131,0.1518004938414017,0.03578027893521207
C1,no,Insulin,22.72727272727273,0.024841257207282655,0.20399299597052942,0.21375703254842002,0.15180049383890395,0.035780278934353996
C1,no,Insulin,23.232323232323235,0.024841257206844623,0.2039929959707925,0.21375703254742692,0.15180049383640618,0.03578027893349592
C1,no,Insulin,23.73737373737374,0.024841257206406592,0.20399299597105564,0.2137570325464338,0.15180049383390842,0.03578027893263784
C1,no,Insulin,24.242424242424242,0.02484125720596856,0.20399299597131873,0.2137570325454407,0.15180049383141067,0.03578027893177976
C1,no,Insulin,24.747474747474747,0.02484125720553053,0.20399299597158183,0.2137570325444476,0.15180049382891292,0.035780278930921686
C1,no,Insulin,25.252525252525253,0.024841257205092497,0.20399299597184495,0.21375703254345452,0.15180049382641514,0.035780278930063615
C1,no,Insulin,25.757575757575758,0.024841257204654462,0.20399299597210804,0.21375703254246142,0.1518004938239174,0.03578027892920554
C1,no,Insulin,26.262626262626263,0.02484125720421643,0.20399299597237114,0.2137570325414683,0.15180049382141964,0.03578027892834746
C1,no,Insulin,26.767676767676768,0.0248412572037784,0.20399299597263426,0.2137570325404752,0.15180049381892186,0.03578027892748938
C1,no,Insulin,27.272727272727273,0.024841257203340367,0.20399299597289736,0.2137570325394821,0.1518004938164241,0.035780278926631305
C1,no,Insulin,27.77777777777778,0.024841257202902336,0.20399299597316045,0.21375703253848902,0.15180049381392635,0.03578027892577323
C1,no,Insulin,28.282828282828284,0.024841257202464304,0.20399299597342357,0.21375703253749592,0.1518004938114286,0.03578027892491515
C1,no,Insulin,28.78787878787879,0.024841257202026273,0.20399299597368667,0.2137570325365028,0.15180049380893082,0.03578027892405707
C1,no,Insulin,29.292929292929294,0.02484125720158824,0.20399299597394976,0.2137570325355097,0.15180049380643307,0.035780278923199
C1,no,Insulin,29.7979797979798,0.024841257201150206,0.2039929959742129,0.2137570325345166,0.15180049380393532,0.035780278922340925
C1,no,Insulin,30.303030303030305,0.024841257200712175,0.20399299597447598,0.21375703253352352,0.15180049380143754,0.03578027892148285
C1,no,Insulin,30.80808080808081,0.024841257200274143,0.20399299597473908,0.21375703253253042,0.15180049379893978,0.03578027892062477
C1,no,Insulin,31.313131313131315,0.02484125719983611,0.2039929959750022,0.2137570325315373,0.15180049379644203,0.03578027891976669
C1,no,Insulin,31.81818181818182,0.02484125719939808,0.2039929959752653,0.2137570325305442,0.15180049379394428,0.035780278918908615
C1,no,Insulin,32.323232323232325,0.02484125719896005,0.2039929959755284,0.2137570325295511,0.1518004937914465,0.03578027891805054
C1,no,Insulin,32.82828282828283,0.024841257198522017,0.2039929959757915,0.21375703252855802,0.15180049378894875,0.03578027891719246
C1,no,Insulin,33.333333333333336,0.024841257198083985,0.2039929959760546,0.21375703252756492,0.151800493786451,0.03578027891633439
C1,no,Insulin,33.83838383838384,0.02484125719764595,0.2039929959763177,0.21375703252657183,0.15180049378395324,0.03578027891547631
C1,no,Insulin,34.343434343434346,0.02484125719720792,0.20399299597658083,0.2137570325255787,0.15180049378145546,0.035780278914618234
C1,no,Insulin,34.84848484848485,0.024841257196769887,0.20399299597684392,0.2137570325245856,0.1518004937789577,0.035780278913760157
C1,no,Insulin,35.35353535353536,0.024841257196331856,0.20399299597710702,0.21375703252359252,0.15180049377645996,0.03578027891290208
C1,no,Insulin,35.85858585858586,0.024841257195893824,0.20399299597737014,0.21375703252259942,0.15180049377396218,0.035780278912044
C1,no,Insulin,36.36363636363637,0.024841257195455792,0.20399299597763323,0.21375703252160633,0.15180049377146443,0.035780278911185924
C1,no,Insulin,36.86868686868687,0.02484125719501776,0.20399299597789633,0.2137570325206132,0.15180049376896668,0.035780278910327847
C1,no,Insulin,37.37373737373738,0.024841257194579726,0.20399299597815945,0.2137570325196201,0.15180049376646892,0.035780278909469776
C1,no,Insulin,37.87878787878788,0.024841257194141694,0.20399299597842255,0.21375703251862702,0.15180049376397114,0.0357802789086117
C1,no,Insulin,38.38383838383839,0.024841257193703663,0.20399299597868564,0.21375703251763392,0.1518004937614734,0.03578027890775362
C1,no,Insulin,38.88888888888889,0.02484125719326563,0.20399299597894877,0.21375703251664083,0.15180049375897564,0.03578027890689554
C1,no,Insulin,39.3939393939394,0.0248412571928276,0.20399299597921186,0.2137570325156477,0.15180049375647786,0.035780278906037466
C1,no,Insulin,39.8989898989899,0.024841257192389568,0.20399299597947498,0.2137570325146546,0.1518004937539801,0.03578027890517939
C1,no,Insulin,40.40404040404041,0.02484125719227095,0.20399299597955708,0.21375703251441847,0.15180049375329419,0.035780278904946804
C1,no,Insulin,40.909090909090914,0.024841257192251602,0.20399299597958295,0.21375703251441758,0.15180049375317137,0.03578027890490861
C1,no,Insulin,41.41414141414142,0.024841257192232253,0.20399299597960882,0.21375703251441666,0.15180049375304855,0.03578027890487041
C1,no,Insulin,41.919191919191924,0.024841257192212904,0.2039929959796347,0.21375703251441577,0.15180049375292573,0.035780278904832215
C1,no,Insulin,42.42424242424243,0.024841257192193555,0.20399299597966056,0.21375703251441489,0.15180049375280288,0.03578027890479402
C1,no,Insulin,42.929292929292934,0.024841257192174206,0.20399299597968643,0.213757032514414,0.15180049375268007,0.035780278904755825
C1,no,Insulin,43.43434343434344,0.024841257192154857,0.2039929959797123,0.21375703251441308,0.15180049375255725,0.03578027890471763
C1,no,Insulin,43.939393939393945,0.024841257192135507,0.20399299597973813,0.2137570325144122,0.15180049375243443,0.035780278904679434
C1,no,Insulin,44.44444444444445,0.02484125719211616,0.203992995979764,0.2137570325144113,0.15180049375231158,0.035780278904641236
C1,no,Insulin,44.949494949494955,0.02484125719209681,0.20399299597978987,0.2137570325144104,0.15180049375218876,0.035780278904603044
C1,no,Insulin,45.45454545454546,0.02484125719207746,0.20399299597981574,0.2137570325144095,0.15180049375206595,0.035780278904564845
C1,no,Insulin,45.959595959595966,0.02484125719205811,0.2039929959798416,0.2137570325144086,0.15180049375194313,0.03578027890452665
C1,no,Insulin,46.46464646464647,0.024841257192038762,0.20399299597986748,0.2137570325144077,0.15180049375182028,0.035780278904488455
C1,no,Insulin,46.969696969696976,0.024841257192019413,0.20399299597989334,0.2137570325144068,0.15180049375169746,0.035780278904450256
C1,no,Insulin,47.47474747474748,0.02484125719200006,0.2039929959799192,0.21375703251440592,0.15180049375157464,0.035780278904412065
C1,no,Insulin,47.979797979797986,0.02484125719198071,0.20399299597994508,0.21375703251440503,0.15180049375145183,0.035780278904373866
C1,no,Insulin,48.484848484848484,0.024841257191961362,0.20399299597997095,0.21375703251440412,0.15180049375132898,0.03578027890433567
C1,no,Insulin,48.98989898989899,0.024841257191942013,0.20399299597999682,0.21375703251440323,0.15180049375120616,0.035780278904297476
C1,no,Insulin,49.494949494949495,0.024841257191922664,0.20399299598002268,0.21375703251440234,0.15180049375108334,0.03578027890425928
C1,no,Insulin,50.0,0.024841257191903315,0.20399299598004855,0.21375703251440142,0.15180049375096052,0.03578027890422108
