,,,Slide ID,G4,G2,G6,G7,G1,G5,G8,G3,G9,G10
C1,no,Insulin,34.343434343434346,0.795178300488259,0.7367896047804267,0.7037000078575746,0.4397374198859205,0.07686405343275644,0.06461651023260068,0.46519970632322666,1.00000000000009,0.5798924046905161,0.7697019061965091
C1,no,Insulin,34.84848484848485,0.7951783004976918,0.736789604780343,0.7037000078575445,0.43973741988589066,0.07686405343323312,0.06461651023248517,0.4651997063230526,1.0000000000000575,0.5798924046909165,0.7697019061937759
C1,no,Insulin,35.35353535353536,0.7951783005043136,0.7367896047802854,0.7037000078575234,0.43973741988586973,0.07686405343356749,0.064616510232404,0.46519970632293034,1.000000000000035,0.5798924046911975,0.7697019061918571
C1,no,Insulin,35.85858585858586,0.7951783005048126,0.7367896047802847,0.7037000078575215,0.4397374198858683,0.07686405343359189,0.06461651023239763,0.46519970632292124,1.000000000000034,0.5798924046912188,0.769701906191712
C1,no,Insulin,36.36363636363637,0.7951783005053117,0.7367896047802839,0.7037000078575196,0.4397374198858668,0.07686405343361627,0.06461651023239127,0.46519970632291213,1.0000000000000329,0.5798924046912401,0.7697019061915669
C1,no,Insulin,36.86868686868687,0.7951783005058107,0.736789604780283,0.7037000078575177,0.4397374198858653,0.07686405343364067,0.0646165102323849,0.465199706322903,1.0000000000000318,0.5798924046912615,0.7697019061914218
C1,no,Insulin,37.37373737373738,0.7951783005063098,0.7367896047802822,0.703700007857516,0.43973741988586384,0.07686405343366505,0.06461651023237854,0.46519970632289387,1.0000000000000306,0.5798924046912828,0.7697019061912767
C1,no,Insulin,37.87878787878788,0.7951783005068088,0.7367896047802814,0.7037000078575141,0.43973741988586235,0.07686405343368945,0.06461651023237217,0.46519970632288477,1.0000000000000293,0.5798924046913041,0.7697019061911315
C1,no,Insulin,38.38383838383839,0.7951783005073079,0.7367896047802807,0.7037000078575122,0.4397374198858609,0.07686405343371383,0.06461651023236581,0.46519970632287566,1.0000000000000282,0.5798924046913254,0.7697019061909864
C1,no,Insulin,38.88888888888889,0.7951783005078069,0.7367896047802798,0.7037000078575104,0.4397374198858594,0.07686405343373823,0.06461651023235944,0.4651997063228665,1.000000000000027,0.5798924046913467,0.7697019061908414
C1,no,Insulin,39.3939393939394,0.795178300508306,0.736789604780279,0.7037000078575085,0.43973741988585796,0.07686405343376261,0.06461651023235307,0.4651997063228574,1.000000000000026,0.579892404691368,0.7697019061906963
C1,no,Insulin,39.8989898989899,0.795178300508805,0.7367896047802782,0.7037000078575066,0.43973741988585646,0.07686405343378701,0.0646165102323467,0.4651997063228483,1.0000000000000249,0.5798924046913894,0.7697019061905512
C1,no,Insulin,40.40404040404041,0.795178300509304,0.7367896047802773,0.7037000078575049,0.439737419885855,0.07686405343381139,0.06461651023234034,0.4651997063228392,1.0000000000000238,0.5798924046914107,0.7697019061904061
C1,no,Insulin,40.909090909090914,0.7951783005098031,0.7367896047802766,0.703700007857503,0.4397374198858535,0.07686405343383579,0.06461651023233397,0.46519970632283003,1.0000000000000226,0.579892404691432,0.769701906190261
C1,no,Insulin,41.41414141414142,0.7951783005103021,0.7367896047802758,0.7037000078575011,0.4397374198858521,0.07686405343386017,0.0646165102323276,0.4651997063228209,1.0000000000000215,0.5798924046914533,0.7697019061901159
C1,no,Insulin,41.919191919191924,0.7951783005108012,0.736789604780275,0.7037000078574993,0.4397374198858506,0.07686405343388457,0.06461651023232123,0.4651997063228118,1.0000000000000204,0.5798924046914746,0.7697019061899708
C1,no,Insulin,42.42424242424243,0.7951783005113002,0.7367896047802741,0.7037000078574974,0.43973741988584913,0.07686405343390895,0.06461651023231486,0.4651997063228027,1.0000000000000193,0.5798924046914959,0.7697019061898258
C1,no,Insulin,42.929292929292934,0.7951783005117993,0.7367896047802733,0.7037000078574955,0.43973741988584764,0.07686405343393335,0.06461651023230851,0.46519970632279356,1.0000000000000182,0.5798924046915173,0.7697019061896807
C1,no,Insulin,43.43434343434344,0.7951783005122983,0.7367896047802726,0.7037000078574936,0.43973741988584614,0.07686405343395773,0.06461651023230214,0.46519970632278446,1.0000000000000169,0.5798924046915386,0.7697019061895356
C1,no,Insulin,43.939393939393945,0.7951783005127974,0.7367896047802717,0.7037000078574919,0.4397374198858447,0.07686405343398213,0.06461651023229577,0.46519970632277535,1.0000000000000158,0.5798924046915599,0.7697019061893905
C1,no,Insulin,44.44444444444445,0.7951783005132964,0.7367896047802709,0.70370000785749,0.4397374198858432,0.07686405343400651,0.0646165102322894,0.46519970632276625,1.0000000000000147,0.5798924046915813,0.7697019061892454
C1,no,Insulin,44.949494949494955,0.7951783005137955,0.7367896047802701,0.7037000078574881,0.43973741988584175,0.07686405343403091,0.06461651023228304,0.4651997063227571,1.0000000000000135,0.5798924046916026,0.7697019061891003
C1,no,Insulin,45.45454545454546,0.7951783005142945,0.7367896047802692,0.7037000078574863,0.43973741988584025,0.0768640534340553,0.06461651023227667,0.465199706322748,1.0000000000000124,0.579892404691624,0.7697019061889552
C1,no,Insulin,45.959595959595966,0.7951783005147935,0.7367896047802684,0.7037000078574844,0.4397374198858388,0.07686405343407969,0.0646165102322703,0.4651997063227389,1.0000000000000113,0.5798924046916453,0.7697019061888102
C1,no,Insulin,46.46464646464647,0.7951783005152926,0.7367896047802677,0.7037000078574825,0.4397374198858373,0.07686405343410407,0.06461651023226393,0.4651997063227298,1.0000000000000102,0.5798924046916666,0.7697019061886651
C1,no,Insulin,46.969696969696976,0.7951783005157916,0.7367896047802669,0.7037000078574808,0.43973741988583587,0.07686405343412847,0.06461651023225758,0.4651997063227206,1.000000000000009,0.5798924046916879,0.76970190618852
C1,no,Insulin,47.47474747474748,0.7951783005162907,0.736789604780266,0.7037000078574789,0.43973741988583437,0.07686405343415285,0.0646165102322512,0.4651997063227115,1.000000000000008,0.5798924046917092,0.7697019061883749
C1,no,Insulin,47.979797979797986,0.7951783005167897,0.7367896047802652,0.703700007857477,0.4397374198858329,0.07686405343417725,0.06461651023224484,0.4651997063227024,1.0000000000000069,0.5798924046917305,0.7697019061882298
C1,no,Insulin,48.484848484848484,0.7951783005172888,0.7367896047802645,0.7037000078574752,0.4397374198858314,0.07686405343420163,0.06461651023223847,0.4651997063226933,1.0000000000000056,0.5798924046917519,0.7697019061880847
C1,no,Insulin,48.98989898989899,0.7951783005177878,0.7367896047802636,0.7037000078574733,0.43973741988583,0.07686405343422603,0.06461651023223211,0.46519970632268415,1.0000000000000044,0.5798924046917732,0.7697019061879395
C1,no,Insulin,49.494949494949495,0.7951783005182869,0.7367896047802628,0.7037000078574714,0.4397374198858285,0.07686405343425042,0.06461651023222574,0.46519970632267504,1.0000000000000033,0.5798924046917945,0.7697019061877945
C1,no,Insulin,50.0,0.7951783005187859,0.736789604780262,0.7037000078574696,0.439737419885827,0.07686405343427481,0.06461651023221937,0.46519970632266594,1.0000000000000022,0.5798924046918158,0.7697019061876494
