NON $ % + - .
#NON	b	c	a	d	e
26.262626262626263	0.200447202800194	0.19553442103856808	0.22653640130693248	0.060708374752825985	0.2262559719447315
26.767676767676768	0.20044720280020437	0.19553442103859647	0.22653640130645647	0.0607083747528304	0.22625597194475472
27.272727272727273	0.20044720280021472	0.19553442103862487	0.22653640130598043	0.06070837475283482	0.22625597194477792
27.77777777777778	0.2004472028002251	0.19553442103865323	0.22653640130550443	0.06070837475283923	0.22625597194480115
28.282828282828284	0.20044720280023545	0.19553442103868163	0.22653640130502842	0.060708374752843644	0.22625597194482436
28.78787878787879	0.2004472028002458	0.19553442103871002	0.22653640130455238	0.06070837475284806	0.2262559719448476
29.292929292929294	0.20044720280025619	0.1955344210387384	0.22653640130407637	0.06070837475285247	0.2262559719448708
29.7979797979798	0.20044720280026654	0.19553442103876678	0.22653640130360037	0.06070837475285689	0.22625597194489402
30.303030303030305	0.2004472028002769	0.19553442103879515	0.22653640130312433	0.060708374752861304	0.22625597194491723
30.80808080808081	0.20044720280028727	0.19553442103882354	0.22653640130264832	0.06070837475286572	0.22625597194494046
31.313131313131315	0.20044720280029762	0.19553442103885194	0.2265364013021723	0.06070837475287013	0.2262559719449637
31.81818181818182	0.20044720280030798	0.1955344210388803	0.22653640130169628	0.06070837475287454	0.2262559719449869
32.323232323232325	0.20044720280031836	0.1955344210389087	0.22653640130122027	0.06070837475287896	0.22625597194501013
32.82828282828283	0.2004472028003287	0.1955344210389371	0.22653640130074426	0.060708374752883376	0.22625597194503333
33.333333333333336	0.20044720280033906	0.19553442103896546	0.22653640130026823	0.06070837475288779	0.22625597194505656
33.83838383838384	0.20044720280034944	0.19553442103899385	0.22653640129979222	0.0607083747528922	0.22625597194507976
34.343434343434346	0.2004472028003598	0.19553442103902222	0.2265364012993162	0.060708374752896616	0.226255971945103
34.84848484848485	0.20044720280037015	0.1955344210390506	0.22653640129884017	0.060708374752901036	0.2262559719451262
35.35353535353536	0.2004472028003805	0.195534421039079	0.22653640129836417	0.06070837475290545	0.22625597194514943
35.85858585858586	0.20044720280039088	0.19553442103910737	0.22653640129788816	0.06070837475290986	0.22625597194517263
36.36363636363637	0.20044720280040124	0.19553442103913576	0.22653640129741212	0.060708374752914275	0.22625597194519587
36.86868686868687	0.2004472028004116	0.19553442103916416	0.2265364012969361	0.06070837475291869	0.2262559719452191
37.37373737373738	0.20044720280042197	0.19553442103919252	0.2265364012964601	0.0607083747529231	0.2262559719452423
37.87878787878788	0.20044720280043232	0.19553442103922092	0.22653640129598407	0.06070837475292752	0.22625597194526553
38.38383838383839	0.20044720280044268	0.1955344210392493	0.22653640129550806	0.060708374752931935	0.22625597194528874
38.88888888888889	0.20044720280045306	0.19553442103927768	0.22653640129503205	0.06070837475293635	0.22625597194531197
39.3939393939394	0.2004472028004634	0.19553442103930607	0.22653640129455602	0.06070837475294076	0.22625597194533517
39.8989898989899	0.20044720280047376	0.19553442103933444	0.22653640129408	0.060708374752945174	0.2262559719453584
40.40404040404041	0.20044720280048414	0.19553442103936283	0.226536401293604	0.060708374752949594	0.2262559719453816
40.909090909090914	0.2004472028004945	0.19553442103939123	0.22653640129312796	0.06070837475295401	0.22625597194540484
41.41414141414142	0.20044720280050485	0.1955344210394196	0.22653640129265196	0.06070837475295842	0.22625597194542807
41.919191919191924	0.20044720280051523	0.195534421039448	0.22653640129217595	0.06070837475296283	0.22625597194545127
42.42424242424243	0.20044720280052558	0.19553442103947638	0.2265364012916999	0.06070837475296725	0.2262559719454745
42.929292929292934	0.20044720280053593	0.19553442103950475	0.2265364012912239	0.06070837475297167	0.2262559719454977
43.43434343434344	0.20044720280054631	0.19553442103953314	0.2265364012907479	0.06070837475297608	0.22625597194552094
43.939393939393945	0.20044720280055667	0.1955344210395615	0.22653640129027186	0.06070837475298049	0.22625597194554414
44.44444444444445	0.20044720280056702	0.1955344210395899	0.22653640128979585	0.060708374752984906	0.22625597194556737
44.949494949494955	0.2004472028005762	0.195534421039615	0.2265364012893753	0.06070837475298882	0.22625597194558786
45.45454545454546	0.20044720280057646	0.1955344210396158	0.2265364012893616	0.06070837475298901	0.22625597194558836
45.959595959595966	0.20044720280057673	0.1955344210396166	0.2265364012893479	0.0607083747529892	0.22625597194558886
46.46464646464647	0.20044720280057698	0.19553442103961743	0.2265364012893342	0.060708374752989396	0.22625597194558936
46.969696969696976	0.20044720280057726	0.19553442103961824	0.2265364012893205	0.06070837475298959	0.22625597194558988
47.47474747474748	0.2004472028005775	0.19553442103961904	0.2265364012893068	0.060708374752989784	0.22625597194559038
47.979797979797986	0.2004472028005778	0.19553442103961985	0.2265364012892931	0.06070837475298998	0.22625597194559088
48.484848484848484	0.20044720280057804	0.19553442103962068	0.2265364012892794	0.06070837475299017	0.22625597194559138
48.98989898989899	0.20044720280057832	0.1955344210396215	0.2265364012892657	0.06070837475299036	0.22625597194559188
49.494949494949495	0.20044720280057857	0.1955344210396223	0.226536401289252	0.060708374752990554	0.22625597194559238
50.0	0.20044720280057884	0.1955344210396231	0.2265364012892383	0.06070837475299075	0.22625597194559288
