,,,Slide ID,b,e,a,d,c,g,f
C1,no,Insulin,8.724832214765101,0.2588178558920397,0.0514562504691321,0.18945112720725865,0.1912106489286928,0.2248039748000189,0.029168671512700424,0.2122101803171487
C1,no,Insulin,9.060402684563758,0.2587765800878289,0.05142928536220611,0.18940012985236615,0.19117699627097276,0.22477076766312148,0.029159979718860356,0.21214476116934583
C1,no,Insulin,9.395973154362416,0.25874496811345965,0.051408836049111235,0.18936109596679318,0.19115137339598454,0.22474531870113704,0.029153316225362522,0.21209479736746786
C1,no,Insulin,9.731543624161075,0.2587207625060942,0.051393309809897716,0.18933122284504203,0.19113185079012673,0.2247258238457159,0.029148210714179616,0.21205662875206585
C1,no,Insulin,10.067114093959733,0.25870223603800896,0.051381507882793845,0.18930836322717834,0.1911169669368242,0.22471089399411182,0.029144299597770686,0.21202746323096433
C1,no,Insulin,10.40268456375839,0.2586880557632311,0.0513725288993317,0.18929087198581157,0.19110561387773675,0.22469946238374752,0.029141304124227836,0.21200517331572682
C1,no,Insulin,10.738255033557047,0.25867720036950065,0.05136569230589219,0.18927748883402354,0.19109694983622483,0.22469071213121933,0.029139011195698696,0.21198813567560185
C1,no,Insulin,11.073825503355705,0.25866889769924967,0.051360483196911014,0.18926724972505146,0.19109033565456776,0.22468401453733983,0.029137255704351467,0.2119751106926819
C1,no,Insulin,11.409395973154362,0.2586625427195082,0.051356512077506654,0.189259416489373,0.19108528478800232,0.2246788890975844,0.029135912199358287,0.21196515275895322
C1,no,Insulin,11.74496644295302,0.25865768143068496,0.05135348325328684,0.18925342416587168,0.19108142680424137,0.22467496723774527,0.029134884059212822,0.2119575391079228
C1,no,Insulin,12.080536912751679,0.2586539634413458,0.051351172591555305,0.18924884102282571,0.19107847982421453,0.22467196700114508,0.02913409746652148,0.21195171846956798
C1,no,Insulin,12.416107382550337,0.2586511183349476,0.051349408752821034,0.18924533495543386,0.191076227774882,0.2246696715065094,0.02913349560728814,0.21194726732678126
C1,no,Insulin,12.751677852348994,0.2586489422636766,0.051348061993598586,0.18924265300812917,0.19107450659788902,0.22466791534577535,0.029133035130468932,0.2119438634553877
C1,no,Insulin,13.087248322147651,0.2586472773399954,0.051347033353919665,0.18924060135872006,0.191073190887078,0.22466657177367352,0.02913268282301858,0.211941260178811
C1,no,Insulin,13.422818791946309,0.25864600374497526,0.05134624752160676,0.18923903190060787,0.19107218501770906,0.22466554389045612,0.029132413284882138,0.2119392691400709
C1,no,Insulin,13.758389261744966,0.25864502914286874,0.05134564686396795,0.18923783091837884,0.19107141569304026,0.22466475728125848,0.029132207009681114,0.21193774580505473
C1,no,Insulin,14.093959731543626,0.25864428237095516,0.05134518714536546,0.18923691089258346,0.19107082657768795,0.22466415466135475,0.02913204897927633,0.21193657898624252
C1,no,Insulin,14.429530201342283,0.2586437105100083,0.051344835611466626,0.18923620677489153,0.19107037587895823,0.22466369344128023,0.02913192802647757,0.2119356860970368
C1,no,Insulin,14.76510067114094,0.25864327448237084,0.051344567986262475,0.18923567019580287,0.19107003256969904,0.22466334194260473,0.02913183584487269,0.21193500576066235
C1,no,Insulin,15.100671140939598,0.25864294230985574,0.05134436415683891,0.18923526118065231,0.1910697709724062,0.2246630739933656,0.029131765573295432,0.21193448722647953
C1,no,Insulin,15.436241610738255,0.25864268875194557,0.05134420810754693,0.18923494795428125,0.19106957065581498,0.22466286879565883,0.029131711760145413,0.21193409013774892
C1,no,Insulin,15.771812080536913,0.25864249421193214,0.051344087746441155,0.18923470641700801,0.1910694161591555,0.22466271057245701,0.029131670267482472,0.21193378390810927
C1,no,Insulin,16.107382550335572,0.25864234643570394,0.05134399635613627,0.18923452298678353,0.19106929883311755,0.22466259041678327,0.029131638756898722,0.21193355134741437
C1,no,Insulin,16.44295302013423,0.258642231945487,0.05134392634287522,0.18923438236577286,0.19106920891786738,0.2246624982981456,0.029131614596511642,0.21193337308247412
C1,no,Insulin,16.778523489932887,0.2586421431358951,0.0513438728031791,0.1892342747669089,0.19106914013622903,0.22466242780389767,0.02913159610814182,0.21193323669574776
C1,no,Insulin,17.114093959731544,0.2586420758143553,0.05134383179148163,0.18923419234103384,0.191069087445364,0.22466237380242876,0.029131581946502585,0.2119331322156963
C1,no,Insulin,17.449664429530202,0.25864202536110514,0.05134380042229281,0.18923412928625458,0.19106904713913947,0.22466233249388007,0.02913157111291812,0.21193305228935042
C1,no,Insulin,17.78523489932886,0.25864198738448074,0.05134377664359254,0.18923408147727427,0.19106901658138067,0.22466230117364944,0.02913156289824069,0.21193299168955584
C1,no,Insulin,18.120805369127517,0.2586419589812584,0.051343758792475026,0.18923404557911225,0.19106899363808003,0.22466227765670618,0.029131556730149985,0.21193294618772857
C1,no,Insulin,18.456375838926174,0.2586419361543391,0.051343745056349754,0.18923401795103556,0.1910689759814235,0.22466225955611266,0.029131551983060767,0.21193291116989824
C1,no,Insulin,18.79194630872483,0.258641919526824,0.05134373495333164,0.18923399762588028,0.1910689629929331,0.22466224624019848,0.029131548490700963,0.21193288540876273
C1,no,Insulin,19.12751677852349,0.25864190570979345,0.05134372683287427,0.18923398128953137,0.19106895255326162,0.22466223553664633,0.029131545683783722,0.2119328647037099
C1,no,Insulin,19.46308724832215,0.2586418956528796,0.05134372091423672,0.18923396938022496,0.19106894494320545,0.22466222773360897,0.029131543637483378,0.21193284960993666
C1,no,Insulin,19.798657718120808,0.2586418873722816,0.05134371600240278,0.18923395949845617,0.19106893862834817,0.22466222125895188,0.029131541939577142,0.21193283708568827
C1,no,Insulin,20.134228187919465,0.2586418811918783,0.05134371234194568,0.1892339521335756,0.1910689339220187,0.2246622164333098,0.029131540674117287,0.21193282775149738
C1,no,Insulin,20.469798657718123,0.2586418762413338,0.051343709342235054,0.18923394609884403,0.19106893006553446,0.2246622124793673,0.029131539637200367,0.21193282010295159
C1,no,Insulin,20.80536912751678,0.2586418725936529,0.0513437071263665,0.18923394164090981,0.19106892721671434,0.22466220955851107,0.029131538871212913,0.211932814452901
C1,no,Insulin,21.140939597315437,0.25864186985359433,0.051343705452192655,0.18923393827269505,0.19106892506428858,0.2246622073516717,0.02913153829246407,0.21193281018396767
C1,no,Insulin,21.476510067114095,0.2586418675111614,0.051343703988713324,0.1892339353286397,0.1910689231828765,0.22466220542290377,0.029131537786594438,0.21193280645249188
C1,no,Insulin,21.812080536912752,0.2586418658295551,0.051343702930698044,0.1892339332002318,0.19106892182270738,0.224662204028516,0.02913153742087513,0.21193280375480675
C1,no,Insulin,22.14765100671141,0.25864186451575955,0.051343702104131486,0.18923393153739101,0.19106892076006887,0.2246622029391592,0.02913153713515527,0.21193280164719958
C1,no,Insulin,22.483221476510067,0.2586418632879282,0.05134370134240387,0.1892339300049285,0.1910689197807657,0.22466220193523656,0.02913153687184275,0.21193279970483472
C1,no,Insulin,22.818791946308725,0.2586418624158411,0.0513437007960804,0.18923392890580895,0.1910689190783864,0.22466220121522001,0.029131536682989123,0.21193279831170928
C1,no,Insulin,23.154362416107382,0.2586418616983165,0.051343700350978905,0.18923392801027505,0.19106891850611651,0.2246622006285636,0.029131536529118148,0.2119327971766348
C1,no,Insulin,23.48993288590604,0.258641861016388,0.05134369993913389,0.18923392718156626,0.19106891797656525,0.22466220008564905,0.029131536386731504,0.2119327961262894
C1,no,Insulin,23.8255033557047,0.258641860485881,0.05134369961520781,0.1892339265297631,0.1910689175600582,0.22466219965863832,0.029131536274739394,0.2119327953001586
C1,no,Insulin,24.161073825503358,0.25864186011604406,0.05134369939294201,0.18923392608245318,0.19106891727423628,0.22466219936559448,0.029131536197885055,0.21193279473321944
C1,no,Insulin,24.496644295302016,0.25864185975933124,0.051343699178734645,0.1892339256513573,0.19106891699877424,0.22466219908315074,0.029131536123814628,0.21193279418684619
C1,no,Insulin,24.832214765100673,0.2586418595029047,0.05134369902382586,0.18923392533960168,0.19106891679957,0.2246621988789349,0.029131536070252127,0.21193279379169852
C1,no,Insulin,25.16778523489933,0.2586418592777579,0.051343698887648725,0.1892339250655411,0.19106891662445205,0.22466219869940596,0.02913153602316541,0.21193279344433288
C1,no,Insulin,25.503355704697988,0.258641859083891,0.05134369877020324,0.18923392482917556,0.1910689164734204,0.22466219854456385,0.029131535982554482,0.2119327931447493
C1,no,Insulin,25.838926174496645,0.2586418589213038,0.05134369867148941,0.18923392463050503,0.191068916346475,0.22466219841440857,0.029131535948419343,0.21193279289294778
C1,no,Insulin,26.174496644295303,0.25864185878999646,0.05134369859150724,0.18923392446952955,0.1910689162436159,0.2246621983089402,0.029131535920759993,0.21193279268892828
C1,no,Insulin,26.51006711409396,0.258641858689969,0.051343698530256714,0.1892339243462491,0.19106891616484312,0.22466219822815864,0.029131535899576427,0.21193279253269087
C1,no,Insulin,26.845637583892618,0.25864185862122124,0.051343698487737836,0.18923392426066368,0.19106891611015658,0.22466219817206395,0.02913153588486865,0.2119327924242355
C1,no,Insulin,27.181208053691275,0.25864185855902605,0.051343698449327256,0.18923392418334853,0.1910689160607546,0.22466219812139177,0.029131535871582244,0.21193279232625906
C1,no,Insulin,27.516778523489933,0.2586418584807697,0.05134369840165149,0.1892339240873939,0.19106891599944242,0.2246621980585242,0.029131535855094797,0.21193279220464678
C1,no,Insulin,27.85234899328859,0.2586418584185309,0.05134369836368146,0.18923392401097258,0.19106891595061162,0.22466219800845302,0.02913153584196342,0.2119327921077921
C1,no,Insulin,28.18791946308725,0.2586418583723096,0.05134369833541717,0.1892339239540846,0.19106891591426217,0.22466219797117826,0.02913153583218811,0.21193279203569504
C1,no,Insulin,28.52348993288591,0.2586418583421058,0.05134369831685862,0.1892339239167299,0.1910689158903941,0.22466219794669987,0.029131535825768873,0.2119327919883556
C1,no,Insulin,28.859060402684566,0.2586418583279195,0.05134369830800581,0.18923392389890856,0.1910689158790074,0.22466219793501788,0.02913153582270571,0.21193279196577375
C1,no,Insulin,29.194630872483224,0.2586418583297508,0.05134369830885874,0.18923392390062052,0.19106891588010205,0.22466219793613226,0.029131535822998614,0.2119327919679495
C1,no,Insulin,29.53020134228188,0.25864185834759956,0.0513436983194174,0.1892339239218658,0.19106891589367808,0.22466219795004302,0.02913153582664759,0.21193279199488288
C1,no,Insulin,29.86577181208054,0.2586418582356228,0.05134369825070163,0.18923392378355697,0.1910689158053036,0.22466219785941435,0.029131535802880842,0.21193279181960029
C1,no,Insulin,30.201342281879196,0.25864185825705605,0.05134369826377328,0.18923392380986542,0.19106891582211424,0.22466219787665026,0.02913153580740103,0.2119327918529444
C1,no,Insulin,30.536912751677853,0.2586418582784893,0.05134369827684493,0.18923392383617388,0.19106891583892488,0.22466219789388617,0.02913153581192122,0.21193279188628852
C1,no,Insulin,30.87248322147651,0.25864185829992253,0.051343698289916584,0.18923392386248233,0.1910689158557355,0.22466219791112207,0.02913153581644141,0.21193279191963263
C1,no,Insulin,31.20805369127517,0.25864185832135583,0.05134369830298823,0.1892339238887908,0.19106891587254612,0.22466219792835798,0.0291315358209616,0.21193279195297673
C1,no,Insulin,31.543624161073826,0.2586418583427891,0.05134369831605988,0.18923392391509924,0.19106891588935676,0.2246621979455939,0.02913153582548179,0.21193279198632084
C1,no,Insulin,31.879194630872483,0.2586418583642223,0.051343698329131535,0.1892339239414077,0.1910689159061674,0.2246621979628298,0.02913153583000198,0.21193279201966497
C1,no,Insulin,32.214765100671144,0.25864185838310905,0.05134369834065042,0.18923392396459104,0.19106891592098113,0.22466219797801829,0.029131535833985225,0.21193279204904816
C1,no,Insulin,32.5503355704698,0.2586418583844811,0.051343698341489434,0.18923392396627975,0.19106891592206016,0.22466219797912465,0.029131535834275378,0.21193279205118845
C1,no,Insulin,32.88590604026846,0.25864185838585324,0.05134369834232845,0.18923392396796845,0.1910689159231392,0.224662197980231,0.029131535834565535,0.21193279205332877
C1,no,Insulin,33.22147651006711,0.2586418583872253,0.05134369834316746,0.18923392396965716,0.19106891592421824,0.22466219798133735,0.029131535834855688,0.21193279205546905
C1,no,Insulin,33.557046979865774,0.2586418583885974,0.051343698344006476,0.18923392397134586,0.1910689159252973,0.22466219798244372,0.02913153583514584,0.21193279205760934
C1,no,Insulin,33.89261744966443,0.2586418583899695,0.05134369834484549,0.18923392397303457,0.19106891592637631,0.22466219798355008,0.029131535835435998,0.21193279205974966
C1,no,Insulin,34.22818791946309,0.2586418583913416,0.0513436983456845,0.18923392397472327,0.19106891592745537,0.22466219798465642,0.02913153583572615,0.21193279206188995
C1,no,Insulin,34.56375838926175,0.25864185839271364,0.05134369834652352,0.18923392397641198,0.1910689159285344,0.22466219798576278,0.029131535836016305,0.21193279206403023
C1,no,Insulin,34.899328859060404,0.25864185839408577,0.051343698347362535,0.18923392397810068,0.19106891592961342,0.22466219798686915,0.02913153583630646,0.21193279206617052
C1,no,Insulin,35.234899328859065,0.25864185839545784,0.05134369834820155,0.1892339239797894,0.19106891593069247,0.22466219798797551,0.029131535836596615,0.21193279206831084
C1,no,Insulin,35.57046979865772,0.2586418583968299,0.05134369834904056,0.1892339239814781,0.1910689159317715,0.22466219798908185,0.02913153583688677,0.21193279207045113
C1,no,Insulin,35.90604026845638,0.25864185839820203,0.05134369834987958,0.1892339239831668,0.19106891593285055,0.22466219799018822,0.029131535837176925,0.2119327920725914
C1,no,Insulin,36.241610738255034,0.2586418583995741,0.05134369835071859,0.1892339239848555,0.19106891593392958,0.22466219799129458,0.02913153583746708,0.21193279207473173
C1,no,Insulin,36.577181208053695,0.25864185840094617,0.0513436983515576,0.1892339239865442,0.1910689159350086,0.22466219799240095,0.02913153583775723,0.21193279207687202
C1,no,Insulin,36.91275167785235,0.2586418584023183,0.05134369835239662,0.1892339239882329,0.19106891593608766,0.22466219799350728,0.02913153583804739,0.2119327920790123
C1,no,Insulin,37.24832214765101,0.25864185840369036,0.051343698353235635,0.18923392398992164,0.19106891593716668,0.22466219799461365,0.029131535838337542,0.2119327920811526
C1,no,Insulin,37.58389261744966,0.25864185840506243,0.051343698354074645,0.18923392399161035,0.19106891593824574,0.22466219799572001,0.029131535838627695,0.2119327920832929
C1,no,Insulin,37.919463087248324,0.25864185840643455,0.05134369835491366,0.18923392399329905,0.19106891593932476,0.22466219799682638,0.029131535838917852,0.2119327920854332
C1,no,Insulin,38.25503355704698,0.2586418584078066,0.05134369835575268,0.18923392399498776,0.19106891594040382,0.22466219799793272,0.029131535839208005,0.21193279208757348
C1,no,Insulin,38.59060402684564,0.2586418584091787,0.051343698356591694,0.18923392399667646,0.19106891594148284,0.22466219799903908,0.02913153583949816,0.2119327920897138
C1,no,Insulin,38.9261744966443,0.2586418584105508,0.0513436983574307,0.18923392399836517,0.19106891594256187,0.22466219800014545,0.029131535839788315,0.2119327920918541
C1,no,Insulin,39.261744966442954,0.2586418584119229,0.05134369835826972,0.18923392400005387,0.19106891594364092,0.2246621980012518,0.02913153584007847,0.21193279209399438
C1,no,Insulin,39.597315436241615,0.25864185841329496,0.051343698359108736,0.18923392400174258,0.19106891594471995,0.22466219800235815,0.029131535840368622,0.21193279209613466
C1,no,Insulin,39.93288590604027,0.2586418584146671,0.051343698359947745,0.18923392400343128,0.191068915945799,0.2246621980034645,0.02913153584065878,0.21193279209827498
C1,no,Insulin,40.26845637583893,0.25864185841603915,0.05134369836078676,0.18923392400511999,0.19106891594687803,0.22466219800457088,0.029131535840948932,0.21193279210041527
C1,no,Insulin,40.604026845637584,0.2586418584174112,0.05134369836162578,0.1892339240068087,0.19106891594795708,0.22466219800567724,0.029131535841239085,0.21193279210255556
C1,no,Insulin,40.939597315436245,0.25864185841878334,0.051343698362464794,0.1892339240084974,0.1910689159490361,0.22466219800678358,0.029131535841529242,0.21193279210469587
C1,no,Insulin,41.2751677852349,0.2586418584201554,0.051343698363303804,0.1892339240101861,0.19106891595011513,0.22466219800788995,0.029131535841819396,0.21193279210683616
C1,no,Insulin,41.61073825503356,0.2586418584215275,0.05134369836414282,0.1892339240118748,0.19106891595119418,0.2246621980089963,0.02913153584210955,0.21193279210897645
C1,no,Insulin,41.946308724832214,0.2586418584228996,0.05134369836498184,0.1892339240135635,0.1910689159522732,0.22466219801010268,0.029131535842399706,0.21193279211111674
C1,no,Insulin,42.281879194630875,0.2586418584242717,0.051343698365820846,0.18923392401525221,0.19106891595335226,0.22466219801120904,0.02913153584268986,0.21193279211325705
C1,no,Insulin,42.61744966442953,0.25864185842564374,0.05134369836665986,0.18923392401694092,0.1910689159544313,0.22466219801231538,0.029131535842980012,0.21193279211539734
C1,no,Insulin,42.95302013422819,0.25864185842701587,0.05134369836749888,0.18923392401862962,0.19106891595551034,0.22466219801342174,0.02913153584327017,0.21193279211753763
C1,no,Insulin,43.28859060402685,0.25864185842838794,0.05134369836833789,0.18923392402031833,0.19106891595658937,0.2246621980145281,0.029131535843560322,0.21193279211967794
C1,no,Insulin,43.624161073825505,0.25864185842976,0.051343698369176904,0.18923392402200706,0.1910689159576684,0.22466219801563447,0.029131535843850476,0.21193279212181823
C1,no,Insulin,43.959731543624166,0.2586418584311321,0.05134369837001592,0.18923392402369577,0.19106891595874745,0.2246621980167408,0.029131535844140632,0.21193279212395852
C1,no,Insulin,44.29530201342282,0.2586418584325042,0.05134369837085494,0.18923392402538447,0.19106891595982647,0.22466219801784718,0.029131535844430786,0.2119327921260988
C1,no,Insulin,44.63087248322148,0.25864185843387627,0.05134369837169395,0.18923392402707317,0.19106891596090553,0.22466219801895354,0.02913153584472094,0.21193279212823912
C1,no,Insulin,44.966442953020135,0.25864185843524834,0.05134369837253296,0.18923392402876188,0.19106891596198455,0.2246621980200599,0.029131535845011096,0.2119327921303794
C1,no,Insulin,45.302013422818796,0.25864185843662046,0.05134369837337198,0.18923392403045058,0.19106891596306358,0.22466219802116624,0.02913153584530125,0.2119327921325197
C1,no,Insulin,45.63758389261745,0.25864185843799253,0.05134369837421099,0.1892339240321393,0.19106891596414263,0.2246621980222726,0.029131535845591403,0.21193279213466001
C1,no,Insulin,45.97315436241611,0.2586418584393646,0.051343698375050005,0.189233924033828,0.19106891596522166,0.22466219802337897,0.02913153584588156,0.2119327921368003
C1,no,Insulin,46.308724832214764,0.2586418584407367,0.05134369837588902,0.1892339240355167,0.1910689159663007,0.22466219802448534,0.029131535846171713,0.2119327921389406
C1,no,Insulin,46.644295302013425,0.2586418584421088,0.05134369837672804,0.1892339240372054,0.19106891596737974,0.22466219802559168,0.029131535846461866,0.21193279214108088
C1,no,Insulin,46.97986577181208,0.25864185844348087,0.05134369837756705,0.1892339240388941,0.1910689159684588,0.22466219802669804,0.02913153584675202,0.2119327921432212
C1,no,Insulin,47.31543624161074,0.258641858444853,0.051343698378406064,0.1892339240405828,0.19106891596953782,0.2246621980278044,0.029131535847042176,0.21193279214536148
C1,no,Insulin,47.6510067114094,0.25864185844622506,0.05134369837924508,0.18923392404227152,0.19106891597061684,0.22466219802891077,0.02913153584733233,0.21193279214750177
C1,no,Insulin,47.986577181208055,0.25864185844759713,0.05134369838008409,0.18923392404396022,0.1910689159716959,0.2246621980300171,0.029131535847622483,0.21193279214964209
C1,no,Insulin,48.322147651006716,0.25864185844896925,0.051343698380923106,0.18923392404564893,0.19106891597277492,0.22466219803112347,0.02913153584791264,0.21193279215178237
C1,no,Insulin,48.65771812080537,0.2586418584503413,0.05134369838176212,0.18923392404733763,0.19106891597385398,0.22466219803222984,0.029131535848202793,0.21193279215392266
C1,no,Insulin,48.99328859060403,0.2586418584517134,0.05134369838260113,0.18923392404902634,0.191068915974933,0.2246621980333362,0.029131535848492946,0.21193279215606295
C1,no,Insulin,49.328859060402685,0.2586418584530855,0.05134369838344015,0.18923392405071504,0.19106891597601205,0.22466219803444254,0.029131535848783103,0.21193279215820326
C1,no,Insulin,49.664429530201346,0.2586418584544576,0.051343698384279164,0.18923392405240375,0.19106891597709108,0.2246621980355489,0.029131535849073256,0.21193279216034355
C1,no,Insulin,50.0,0.25864185845582965,0.05134369838511818,0.18923392405409248,0.1910689159781701,0.22466219803665527,0.02913153584936341,0.21193279216248384
