,,,Slide ID (1st chip),4E-BP1_pS65-R-V_GBL9026432,4E-BP1_pT37_T46-R-V_GBL9026591,ACC_pS79-R-V_GBL9026433,Akt_pS473-R-V_GBL9026436,Akt_pT308-R-V_GBL9026437,AMPK_pT172-R-V_GBL9026439,Bad_pS112-R-V_GBL9026440,c-Met_pY1235-R-V_GBL9026507,C-Raf_pS338-R-E_GBL9026456,Chk1_pS345-R-E_GBL9026525,Chk2_pT68-R-C_GBL9026452,EGFR_pY1068-R-C_GBL9026459,EGFR_pY1173-R-V_GBL9026461,ER-alpha_pS118-R-V_GBL9026463,GSK3-alpha-beta_pS21_S9-R-V_GBL9026467,GSK3_pS9-R-V_GBL9026538,HER2_pY1248-R-C_GBL9026468,HER3_pY1298-R-C_GBL9026508,JNK_pT183_pT185-R-V_GBL9026522,MAPK_pT202_Y204-R-V_GBL9026472,MEK1_pS217_S221-R-V_GBL9026588,mTOR_pS2448-R-E_GBL9026476,NDRG1_pT346-R-V_GBL9026606,NF-kB-p65_pS536-R-C_GBL9026478,p27_pT157-R-C_GBL9026587,p27_pT198-R-V_GBL9026521,p38_pT180_Y182-R-V_GBL9026480,p70S6K_pT389-R-V_GBL9026483,p90RSK_pT359_S363-R-C_GBL9026512,PDK1_pS241-R-V_GBL9026486,PEA15_pS116-R-V_GBL9026599,PKC-alpha_pS657-R-V_GBL9026488,PKC-delta_pS664-R-V_GBL9026596,PKC-pan_betaII_pS660-R-V_GBL9026610,PRAS40_pT246-R-V_GBL9026509,Rb_pS807_S811-R-V_GBL9026490,Rictor_pT1135-R-V_GBL9026609,S6_pS235_S236-R-V_GBL9026494,S6_pS240_S244-R-V_GBL9026495,Src_pY416-R-E_GBL9026496,Src_pY527-R-V_GBL9026497,STAT3_pY705-R-V_GBL9026498,TAZ_pS89-R-E_GBL9026552,YAP_pS127-R-C_GBL9026513,YB-1_pS102-R-V_GBL9026518
UACC812,DMSO,,0,2.9419748614,4.2192303203,0.5273032242,3.1653989913,1.7793065294,4.3577224564,0.8092111705,0.6108639895,0.9016361355,0.7684315274,0.573623288,17.3276315266,1.6319110528,1.2161657069,4.5285984429,2.3554615547,11.6149832539,2.0078410377,0.3624388718,0.6528944674,1.3887481928,1.1304829619,1.1671998013,1.3563491087,0.5792761604,1.251396501,0.9717396326,2.5735477969,0.2753722859,2.9078509539,5.1940036433,0.2069476527,0.6811428949,1.6304200211,7.3138225424,5.0935014064,1.6078098803,5.6140878124,6.6732550299,2.4613786937,4.6324334216,0.2860554123,1.5265485236,3.1557813154,0.5767093258
UACC812,DMSO,,0,3.1578466373,4.1215811816,0.5880105895,3.3104180223,2.1027526034,4.6519485083,0.8373266863,0.5824297576,0.9499850963,0.7425749455,0.5809341799,16.5400229431,1.6930802947,1.2555118964,4.6932236987,2.3574881148,13.525684819,2.1260132411,0.3527012253,0.5698929223,1.2105022564,1.1068074336,1.1476882498,1.4731312569,0.4844403077,1.1545915381,1.0129403434,2.4245601883,0.2616212128,3.0370402877,5.840905961,0.1800453631,0.6701800252,1.734963736,6.8886098822,4.9693355745,1.6813198182,5.5797337867,5.3563290107,2.5172093326,4.6262158453,0.2832118235,1.5966882511,3.4271215234,0.5739991086
UACC812,GSK690693,,0,2.1665598355,3.838218352,0.7598523321,10.9496789509,7.0845110717,3.4650621547,0.69768678,0.6207194984,1.1001242766,0.777005711,0.5726732146,11.1541064215,1.4989835425,1.3451249988,3.5684831893,2.2880165908,8.7174814122,2.045955643,0.3712445417,0.684361476,1.6105352584,1.5499260116,0.9480786686,1.3244235018,0.5436930611,1.1930954274,0.9074705501,1.6728623894,0.3234346053,2.9791273153,4.0229967047,0.22547384,0.7897916742,2.0734635637,4.8579149915,4.8701072597,1.7840115124,4.8291684088,4.973175594,2.3863698072,5.1921279528,0.2884737148,1.5573851439,2.3405281251,0.5470123661
UACC812,GSK690693,,0,2.2724031871,4.0058154246,0.8926501706,10.4513028773,7.2801969109,3.2628247313,0.7288907356,0.6208037145,1.1026635743,0.774235323,0.6198795662,10.2872401156,1.4225606149,1.311975359,3.5665620231,2.2113253858,9.5435210621,2.0097708048,0.3850053324,0.6796238391,1.5065154173,1.5258386841,0.8555869548,1.2919961911,0.597485833,1.1199740752,0.9251281748,1.4099185907,0.3186623717,2.9522205349,4.3729456049,0.2187126612,0.7401964857,1.97139233,5.2794976823,4.6928130208,1.7840010646,4.0289391079,5.0337237612,2.1332829305,5.3568094815,0.3151047915,1.5074991351,2.5264272528,0.5502953997
UACC812,DMSO,,0,2.7071824251,4.0778799459,0.705702728,3.4316220709,2.0070813212,3.3245823601,0.7765916394,0.6029410869,0.9390206063,0.7426961373,0.5738135664,11.5516750769,1.5542537502,1.2430262721,4.3269667963,2.4880501247,10.1962821976,1.9974877347,0.3632956086,0.6521090077,1.5046941365,1.3868854074,1.074080954,1.3307455757,0.5319729689,1.0688778518,0.9939654121,2.011870101,0.3015070895,2.8006071369,6.9152621199,0.1887281581,0.7291285906,1.7744251967,6.0907723414,4.5276746961,1.7572466457,4.9292238267,5.3762260818,2.3827168173,5.0032590992,0.2900608496,1.8349108676,2.5424547639,0.5801070231
UACC812,DMSO,,0,2.8224793347,3.9810901276,0.7074986682,3.4105645156,1.9399830865,3.3794756381,0.8644936824,0.6365189969,0.9579360323,0.8101352562,0.5988579247,10.6129681704,1.4950932184,1.1071820447,4.042552198,2.5111620497,10.0237803065,2.0949538512,0.3791184439,0.7024934966,1.5389969501,1.4158824677,1.1824210224,1.3672416019,0.5512088439,1.1116968215,1.0195971503,2.3307377174,0.3220375205,2.7586782654,5.8163984836,0.2007284581,0.7185937322,1.7682038724,6.561605824,4.4444768347,1.8692047772,5.3428456892,6.0867561209,2.1743011231,4.8855342386,0.2979757034,1.8797972228,2.7755736651,0.5716726647
UACC812,GSK690693,,0,2.6587246139,3.9774223526,0.8288568645,14.9908004311,8.8807054363,4.3868387693,0.678168595,0.6028211894,1.0174078321,0.7448819064,0.5788128739,13.0071854337,1.6404278053,1.4186000834,3.4083582159,2.0350158233,12.6045657555,2.4069039754,0.3658798862,0.6696409101,1.5586246325,1.2173663606,0.8089791085,1.2553524073,0.5245953334,1.0152256316,0.9047460689,1.2590859209,0.2881022557,2.8869972944,4.0325714533,0.2115949699,0.6514882304,1.8917747502,5.0538435688,5.1645961414,1.3894893365,3.9189230777,4.111926691,2.3150226414,5.6349902861,0.2973973087,1.5074991351,2.7429295725,0.5124430863
UACC812,GSK690693,,0,2.9448185547,4.9784462913,0.6113341801,14.7091529083,9.4964606978,4.9698340288,0.6772019512,0.5427136441,0.8620443015,0.6983471946,0.5622723527,17.0649129042,1.6818793369,1.2217789798,3.7531209571,2.063143338,15.2914562906,2.4720535953,0.2946909232,0.557881737,1.4270517918,1.0189908064,0.7966469155,1.2149341313,0.4505408637,1.0960392486,0.9191876276,1.2069652745,0.2509698161,3.1825853115,6.3820567142,0.1863924476,0.6498180291,1.7316674104,5.7767182821,5.5155366141,1.2648116838,3.6666699474,4.1403579457,2.7348915857,5.4015105102,0.2688265039,1.7952663666,3.4751523498,0.5018963969
UACC812,DMSO,,0,3.637729795,5.2943352725,0.5381524572,4.6383693102,3.2381055182,4.9614125676,0.6595641933,0.5369235231,0.8736014345,0.7100267032,0.5639498537,23.0803531059,1.813997661,1.2177714903,5.5322489822,2.8971343461,21.1928699035,2.4844720148,0.3099021244,0.5853075802,1.2922220454,1.1861031817,1.051455347,1.5594136588,0.519288794,1.1359281753,0.9079346373,2.8523343711,0.2613634959,3.573959456,7.503593295,0.1552638747,0.6734113313,2.0640560175,8.3851519209,6.2114136909,1.8602537004,7.0091098927,7.4129428365,3.0499628809,6.1397766748,0.2667665272,1.7573359916,3.9128005561,0.5297613097
UACC812,DMSO,,0,2.7514727078,3.8540537468,0.7578889218,3.7663671312,2.122207272,4.683957298,0.73948315,0.6296379008,1.1310085723,0.7825928831,0.598536506,14.9295337966,1.6456754086,1.3045779297,4.3947365641,2.5694387467,13.2715099733,2.3108825637,0.3762832827,0.6088158403,1.2739717588,1.4549982463,0.9186076347,1.3652374312,0.5773296978,0.9997596489,0.9795646576,2.03421657,0.2842758827,2.9573757195,4.3681761388,0.2004174327,0.7280375417,1.9889536421,5.7073639701,4.9457091669,1.7617092904,5.4928825202,5.4879349548,2.6534219869,5.2705649257,0.3096632114,1.4557938113,2.7388061102,0.6170521499
UACC812,GSK690693,Insulin,5,2.6123076991,4.0662772846,0.7279455751,16.7215151853,10.6147884422,3.7695341739,0.7642479877,0.5831532709,1.2201257938,0.7875666202,0.6069790294,6.790463491,1.3150123327,1.4277396507,3.3869819933,2.036594164,7.2073126265,1.6679345347,0.385001934,1.2586657325,2.3456658684,1.4788145405,0.776377056,1.4654027257,0.5625213382,1.0756893405,0.8715950023,1.8214190476,0.3979237776,2.9373688152,4.7611305044,0.2085561185,0.7796459413,2.3902593431,4.4112900873,5.4620073712,1.7687698608,5.0466366751,5.2603094734,1.556794437,5.0389115848,0.2989030336,1.5585994065,2.1470419983,0.6046959659
UACC812,GSK690693,EGF,5,2.6329044522,4.3696745936,0.705715113,13.1566227841,8.1854812833,3.799888177,0.8351395625,0.627315857,1.0833036707,0.8684002492,0.5803777349,6.4402839362,1.2818506316,1.2708278607,3.1706118484,1.9536063285,7.5162861882,1.8193656295,0.3988414892,1.4402781865,2.5077711804,1.3100644514,0.8325937993,1.3994873711,0.544722829,1.0326665131,0.8998911064,1.676425627,0.4048046018,2.8708775737,5.3735648209,0.2141764275,0.7398041569,2.2817958182,4.5701042454,4.5249859008,1.5403197645,3.7855200107,3.6869509188,1.6666406055,4.6162597016,0.3032942214,1.8400032261,2.1618314151,0.6608823886
UACC812,DMSO,Insulin,5,2.7105322905,3.8536411858,0.7549776496,2.3782410099,1.2251125968,3.8007453738,0.9361624067,0.6193906819,1.2003218706,0.8090463604,0.5784564277,5.8589566303,1.277369132,1.342976414,4.0539489642,2.3734582584,6.9345103071,1.5877681006,0.3928372877,1.337113004,2.4814051556,1.5633758694,1.0456727324,1.4651542935,0.5455664784,1.1219767038,0.8914033258,2.8453247176,0.4020518078,2.8076519891,5.1779089823,0.2100742334,0.7560561774,2.3763710229,5.7478431379,4.9231271221,2.0379154662,6.4465005529,5.6534416949,1.7264840681,5.1193241928,0.3000866785,1.9872738442,2.2049810371,0.6887417518
UACC812,DMSO,EGF,5,3.0881639625,4.0969244678,0.5922288761,2.110235221,1.2637138384,3.2657527752,0.936100589,0.6007342937,0.9447905613,0.873889466,0.6148224165,5.7936748678,1.3279698831,1.2128419715,3.6610087414,2.2496645869,7.1635750267,1.6320717682,0.3882386625,1.4729100108,2.6172211559,1.1852340899,1.1395475423,1.5227485736,0.5340498565,1.1932842542,0.9402778622,2.6695307155,0.4156761298,2.8138927916,4.1168696611,0.219301788,0.6874193977,2.0398218231,5.8459494882,4.1279514509,1.7445981678,4.7705657563,4.5651955689,1.5868478568,3.8061340903,0.3087445374,1.5331599748,2.4823101927,0.7941352201
UACC812,GSK690693,IGF1,5,2.9607929047,4.2592637698,0.6283708943,15.6552061075,9.6554107877,3.8471345721,0.7745502378,0.5884883829,1.1253778109,0.8537882536,0.5903283071,7.1525474182,1.4916513579,1.4303354598,3.4506893566,1.9940737851,8.9864405088,2.088135889,0.3707673356,1.4576911972,2.2895634254,1.313087904,0.8098339348,1.5303982339,0.5441184774,0.9933778511,0.9235902677,1.8954975116,0.3730000442,2.9523367907,3.8726494966,0.2065212964,0.6708038963,2.0774985645,4.8110600993,4.8811297518,1.5040068066,4.4288396155,4.3583434294,1.811636679,4.7113740908,0.3087371042,1.5277234588,2.414494681,0.5901848368
UACC812,GSK690693,FGF1,5,2.4801009646,3.6083111156,0.7126251179,14.4375438218,8.4449193496,3.918584905,0.7547485879,0.6361991864,1.2358476402,0.9233096147,0.625634751,6.2475540811,1.3857088831,1.4565243659,3.2009488503,1.9936899599,7.788496711,2.018166284,0.3856568048,1.4991216498,2.0964893888,1.42217708,0.7539151221,1.3573851277,0.6037857069,0.9909672238,0.9406413301,1.6670028111,0.3996774011,2.755105976,3.5608399537,0.2257277674,0.7709916378,2.2299253666,4.4366327865,4.4742092508,1.5293106619,3.7920927941,3.3488995394,1.8566083661,4.7778167561,0.3286211381,1.5096715388,2.1996544566,0.6667871731
UACC812,DMSO,IGF1,5,2.8168994294,3.9483799236,0.6613831373,2.8062126479,1.4997825169,3.7175393908,0.8241488547,0.6461895345,1.2646594025,0.8471239825,0.6194697963,8.4239956341,1.4364251643,1.366995052,3.9822939524,2.4052414918,8.6107818384,1.8658884141,0.3825632104,1.3451682987,2.2831205535,1.5845066279,1.0800570838,1.5186861446,0.5866873984,1.1110577526,0.8648101934,2.9612261454,0.3848224919,2.7892339398,4.5035110573,0.2169252238,0.7454709091,2.3195925387,5.9794621266,4.873945327,1.8309287728,6.2519079961,8.0838292892,1.8103585352,4.9545722056,0.3061165362,1.6820507998,2.5354995797,0.672407502
UACC812,DMSO,FGF1,5,2.8834229995,3.7311469166,0.6510416806,3.0551219578,1.5905782025,3.8780737524,0.8453460544,0.6907848143,1.3745148268,0.9488097449,0.6025280191,7.8664533727,1.4895405135,1.5243295763,4.1555088271,2.6358891044,8.5133830093,1.9633927514,0.3884262858,1.6162470334,2.4097889862,1.5902325345,1.1028466659,1.5672631317,0.542157098,1.1453368735,0.9737596685,3.0758540326,0.3761943993,2.8679129132,4.2869525082,0.2071134309,0.7405185852,2.4617998259,5.5461317836,4.9561100204,2.0796034043,5.8961039447,5.1375499453,1.8663777023,4.8116715111,0.3047752387,1.3882065971,2.4633701262,0.743876583
UACC812,GSK690693,Insulin,15,2.4972178028,3.765500505,0.7699062842,14.2620764029,8.7307454186,3.5486213113,0.813429555,0.5825793638,1.1125499038,0.7980115111,0.6158907458,7.6453537534,1.3250648898,1.2649867766,2.8324762346,1.7378306628,8.8756281909,1.6440852438,0.3842167218,0.6252037843,1.1152694846,1.6240173862,0.6743506115,1.2632044914,0.5343800169,1.0751149658,0.8685528224,1.5232528398,0.4124746585,2.6844523207,4.9162576632,0.2214971427,0.8136209445,2.0327661188,3.6983563741,5.4801291686,1.6368703015,5.5275942796,5.2434435189,1.6803227961,5.2604158918,0.313612382,1.6689630814,2.2089389496,0.6122005468
UACC812,GSK690693,EGF,15,2.4376393793,3.7746469351,0.8093299548,11.7186545629,7.5233529991,3.7840918681,0.8039526734,0.6012592261,1.0535668743,0.8603547782,0.5872578399,5.9633593499,1.2468886709,1.2113241923,2.9517151774,1.898616429,8.055155117,1.6796208006,0.3873890728,0.7828482719,1.5911198116,1.4927971054,0.7014438411,1.3396847943,0.5894088029,1.0306601051,0.9248613481,1.6730829998,0.4306676965,2.8415544948,5.7926828713,0.2162365799,0.7824138478,2.0360065382,4.0176414298,5.0537470432,1.6882507566,5.3702496142,4.7353074948,1.8227958626,4.9027472789,0.2965346755,1.8608960465,2.2495754442,0.6197940378
UACC812,DMSO,Insulin,15,3.6684039727,6.5110701907,0.5905429973,1.9685271028,1.2339973922,4.7370706523,0.8129168625,0.6036773374,0.8543652046,0.7244412137,0.6222293123,10.8557139747,1.2233834392,1.2342561135,4.1837716801,1.9215789842,16.0743733938,1.5663403131,0.2925796781,0.4507765157,1.008079175,1.3835628912,0.8092392134,1.2591315031,0.512351704,1.1857957009,0.8511801153,2.5610286135,0.3617936073,3.0038886906,8.6304714505,0.1542806599,0.7331404135,1.9830697409,7.2068857343,7.6520421352,1.8667024507,9.5400703345,8.3283972263,1.558225596,6.8045066762,0.2750876292,1.5712828191,3.688464742,0.6014786085
UACC812,DMSO,EGF,15,2.6171036587,3.9276497622,0.8281540791,1.6023320616,1.0658898247,3.9379790877,0.8720823032,0.635027716,1.0209113116,0.8670027107,0.5967150127,5.8931085679,1.2658542676,1.1824841501,3.1949640174,2.0204959946,8.3587543507,1.5992957324,0.3728820725,0.686156289,1.2643690668,1.5188647586,0.8608633166,1.3073228617,0.5567874658,1.0595320925,0.872158326,2.2898594459,0.428898625,2.757431515,4.9115652797,0.2286405121,0.7072656648,2.0286682161,4.7851648639,4.9180852258,1.9294942888,6.6012666556,5.7588143288,1.9010249557,5.1591477262,0.3015137705,1.6352118605,2.5361765198,0.678397091
UACC812,GSK690693,IGF1,15,2.4884086525,3.5729981168,0.7685734355,13.676607146,8.2246883881,3.8710539345,0.7903488624,0.6529793157,1.2163535479,0.8850013477,0.6193760639,5.5108375421,1.3456838615,1.346882068,2.9176069833,1.7855680797,7.0366196276,1.8912237929,0.3633351933,0.6512838593,1.0963237075,1.5016989472,0.7394553958,1.25705084,0.5819718769,1.0159509648,0.8513453596,1.4941383593,0.4013640434,2.7102251715,3.8713364718,0.2330717594,0.746845643,1.9514255902,3.7149262995,5.1895722062,1.6935583848,4.2816656551,4.6812018977,1.7091503429,5.3156485223,0.3149382507,1.6464594395,2.2448212967,0.6106636527
UACC812,GSK690693,FGF1,15,2.4630817175,3.679499525,0.8887761781,12.9433079585,8.3002945879,4.2522944888,0.8427571435,0.6613707876,1.2708313381,0.9063957299,0.6419418624,5.1083569859,1.3569761931,1.409426646,2.905171637,1.8387701583,6.7313740465,1.965171534,0.3692492329,0.6728347214,1.4130018486,1.5495339073,0.7253341084,1.3165500023,0.5873456114,1.0415615781,0.7911185469,1.6070830214,0.4395533773,2.7708274073,2.2634013977,0.2362938959,0.7644262071,2.2034983042,3.9127463727,5.5274621915,1.8326022903,5.1060510663,4.9952343345,1.8326339006,5.5114446841,0.3225155461,1.3354590343,2.2203874387,0.6008706889
