NON $ % + -
#NON	a	b	c	d
11.111111111111112	7.688388522595576e-06	0.00015752336460938122	7.856221673280407e-09	1.1094390778256727e-09
11.616161616161618	4.461558871539077e-06	0.00010534859912354127	3.234920522257452e-09	4.1887883602352117e-10
12.121212121212121	2.558741203700355e-06	7.004050965404785e-05	1.327024933235747e-09	1.5771471268729217e-10
12.626262626262626	1.471408172733483e-06	4.654575429125259e-05	5.494535245613769e-10	6.027770301367156e-11
13.131313131313131	8.469169155137656e-07	3.094248938782786e-05	2.2631045119072076e-10	2.2890533890211034e-11
13.636363636363637	4.86600509882095e-07	2.055885403323486e-05	9.264432139989289e-11	8.598338859397428e-12
14.141414141414142	2.8057610311924904e-07	1.3660050230471122e-05	3.762096017239525e-11	3.1724367855724215e-12
14.646464646464647	1.5926995267973638e-07	9.016577194825733e-06	1.5347884723594817e-11	1.187978384665818e-12
15.151515151515152	8.953472292989631e-08	5.929252762826048e-06	6.349069910586014e-12	4.535451941929361e-13
15.656565656565657	5.116336809352558e-08	3.919236236127554e-06	2.6537831488144283e-12	1.7473509550293467e-13
16.161616161616163	3.0013353018339496e-08	2.622380656321945e-06	1.1381720653921855e-12	6.987577643051245e-14
16.666666666666668	1.7024668461239022e-08	1.7370426737556296e-06	4.662391563394291e-13	2.5919414791633155e-14
17.171717171717173	9.799832457998787e-09	1.1577727971637082e-06	1.9285905725109388e-13	9.851412499323405e-15
17.67676767676768	5.716187681880387e-09	7.741957703392867e-07	8.42477336611043e-14	4.103640299403518e-15
18.181818181818183	nan	nan	nan	nan
18.68686868686869	nan	nan	nan	nan
19.191919191919194	nan	nan	nan	nan
19.6969696969697	nan	nan	nan	nan
20.202020202020204	nan	nan	nan	nan
20.70707070707071	nan	nan	nan	nan
21.212121212121215	nan	nan	nan	nan
21.71717171717172	nan	nan	nan	nan
22.222222222222225	nan	nan	nan	nan
22.72727272727273	nan	nan	nan	nan
23.232323232323235	nan	nan	nan	nan
23.73737373737374	nan	nan	nan	nan
24.242424242424242	nan	nan	nan	nan
24.747474747474747	nan	nan	nan	nan
25.252525252525253	nan	nan	nan	nan
25.757575757575758	nan	nan	nan	nan
26.262626262626263	nan	nan	nan	nan
26.767676767676768	nan	nan	nan	nan
27.272727272727273	nan	nan	nan	nan
27.77777777777778	nan	nan	nan	nan
28.282828282828284	nan	nan	nan	nan
28.78787878787879	nan	nan	nan	nan
29.292929292929294	nan	nan	nan	nan
29.7979797979798	nan	nan	nan	nan
30.303030303030305	nan	nan	nan	nan
30.80808080808081	nan	nan	nan	nan
31.313131313131315	nan	nan	nan	nan
31.81818181818182	nan	nan	nan	nan
32.323232323232325	nan	nan	nan	nan
32.82828282828283	nan	nan	nan	nan
33.333333333333336	nan	nan	nan	nan
33.83838383838384	nan	nan	nan	nan
34.343434343434346	nan	nan	nan	nan
34.84848484848485	nan	nan	nan	nan
35.35353535353536	nan	nan	nan	nan
35.85858585858586	nan	nan	nan	nan
36.36363636363637	nan	nan	nan	nan
36.86868686868687	nan	nan	nan	nan
37.37373737373738	nan	nan	nan	nan
37.87878787878788	nan	nan	nan	nan
38.38383838383839	nan	nan	nan	nan
38.88888888888889	nan	nan	nan	nan
39.3939393939394	nan	nan	nan	nan
39.8989898989899	nan	nan	nan	nan
40.40404040404041	nan	nan	nan	nan
40.909090909090914	nan	nan	nan	nan
41.41414141414142	nan	nan	nan	nan
41.919191919191924	nan	nan	nan	nan
42.42424242424243	nan	nan	nan	nan
42.929292929292934	nan	nan	nan	nan
43.43434343434344	nan	nan	nan	nan
43.939393939393945	nan	nan	nan	nan
44.44444444444445	nan	nan	nan	nan
44.949494949494955	nan	nan	nan	nan
45.45454545454546	nan	nan	nan	nan
45.959595959595966	nan	nan	nan	nan
46.46464646464647	nan	nan	nan	nan
46.969696969696976	nan	nan	nan	nan
47.47474747474748	nan	nan	nan	nan
47.979797979797986	nan	nan	nan	nan
48.484848484848484	nan	nan	nan	nan
48.98989898989899	nan	nan	nan	nan
49.494949494949495	nan	nan	nan	nan
50.0	nan	nan	nan	nan
